,Unnamed: 0_x,English,Chinese_Google,Dict_Acc_Google,Terms_Google,Correct_Terms_Google,Unnamed: 0_y,Chinese_M2M,Dict_Acc_M2M,Terms_M2M,Correct_Terms_M2M,Human Eval Google,Human Eval M2M
932,927,"during screening , we evaluated the patients on a CHADS2 scale , which ranges from 0 to 6 , with a higher score indicating a greater risk of stroke ; congestive heart failure , hypertension , diabetes , and an age of 75 years or older are each assigned 1 point , and prior stroke or transient ischemic attack is assigned 2 points .",在筛查期间，我们根据 CHADS2 量表对患者进行了评估，该量表的范围为 0 至 6，分数越高表明中风的风险越大；充血性心力衰竭、高血压、糖尿病和 75 岁或以上的患者各得 1 分，既往中风或短暂性脑缺血发作史得 2 分。,0.68,"['attack', 'transient', 'heart', 'diabetes', 'stroke', 'failure', 'hypertension', '1', '2', 'screening', 'scale', 'heart failure', 'congestive', 'age', 'risk', 'prior', 'score', 'point', 'with', 'congestive heart failure', 'transient ischemic attack', 'each', 'to', 'and', 'we']","['attack', 'transient', 'heart', 'diabetes', 'stroke', 'failure', 'hypertension', '1', '2', 'screening', 'scale', 'heart failure', 'risk', 'score', 'congestive heart failure', 'transient ischemic attack', 'each']",927,"['在筛查期间,我们评估了一个CHADS2规模的患者,从0到6的,一个更高的分数表明一个更大的心脏病发作风险;凝固性心脏衰竭,高血压,糖尿病,和75岁或以上的年龄,每人分为1分,并分为前进或过渡性心脏病发作2分。']",0.52,"['attack', 'transient', 'heart', 'diabetes', 'stroke', 'failure', 'hypertension', '1', '2', 'screening', 'scale', 'heart failure', 'congestive', 'age', 'risk', 'prior', 'score', 'point', 'with', 'congestive heart failure', 'transient ischemic attack', 'each', 'to', 'and', 'we']","['attack', 'heart', 'diabetes', 'stroke', 'failure', 'hypertension', '1', '2', 'screening', 'scale', 'age', 'risk', 'score']",,
933,928,the patients were required to have a score of at least 1 on the scale .,要求患者的评分至少为 1 分。,0.25,"['a', '1', 'scale', 'score', 'at', 'on', 'have', 'to']","['1', 'scale']",928,['患者必须在规模上获得至少1分的成绩。'],0.125,"['a', '1', 'scale', 'score', 'at', 'on', 'have', 'to']",['1'],,
934,929,"key exclusion criteria were a history of stent thrombosis , coexisting active tumor , and poorly controlled hypertension .",关键的排除标准是支架内血栓病史、共存的活动性肿瘤和控制不佳的高血压。,0.5454545454545454,"['a', 'key', 'hypertension', 'tumor', 'active', 'thrombosis', 'history', 'exclusion', 'controlled', 'stent', 'and']","['key', 'hypertension', 'tumor', 'active', 'thrombosis', 'controlled']",929,['关键排除标准是<unk>血管病史、共同存在的活性肿瘤和不受控制的高血压。'],0.3636363636363636,"['a', 'key', 'hypertension', 'tumor', 'active', 'thrombosis', 'history', 'exclusion', 'controlled', 'stent', 'and']","['key', 'hypertension', 'tumor', 'controlled']",,
935,930,other RISK EVALUATIONS,其他风险评估,,[],[],930,['其他风险评估'],,[],[],,
936,931,"patients are evaluated on the basis of the five criteria of the CHADS2 scale plus three additional criteria : the presence of vascular disease , an age of 64 to 74 years , and sex .",患者根据 CHADS2 量表的五个标准加上三个附加标准进行评估：存在血管疾病、年龄在 64 至 74 岁之间以及性别。,0.5,"['presence', 'disease', 'sex', 'vascular', 'scale', 'plus', 'vascular disease', 'basis', 'age', 'additional', 'three', 'five', 'to', 'and']","['presence', 'disease', 'sex', 'scale', 'plus', 'vascular disease', 'age']",931,"['基于 CHADS2 尺寸的五个标准以及三个额外的标准进行评估:血管疾病的存在,年龄为 64 至 74 岁,性别。']",0.5,"['presence', 'disease', 'sex', 'vascular', 'scale', 'plus', 'vascular disease', 'basis', 'age', 'additional', 'three', 'five', 'to', 'and']","['presence', 'disease', 'sex', 'vascular disease', 'age', 'additional', 'to']",,
937,932,"this score ranges from 0 to 9 , with 2 points for an age of 75 years or older ; higher scores indicate a greater risk .",该分数范围为 0 至 9，75 岁或以上为 2 分；分数越高表示风险越大。,0.3333333333333333,"['a', '2', 'indicate', 'age', 'risk', 'score', 'with', 'this', 'to']","['2', 'risk', 'score']",932,"['这个分数从 0 到 9,为 75 岁及以上的 2 个分数;更高的分数表明更大的风险。']",0.3333333333333333,"['a', '2', 'indicate', 'age', 'risk', 'score', 'with', 'this', 'to']","['2', 'risk', 'score']",,
938,933,"we randomly assigned the patients in a 1 : 1 ratio to receive either monotherapy with rivaroxaban ( 10 mg once daily for patients with a creatinine clearance of 15 to 49 ml per minute or 15 mg once daily for patients with a creatinine clearance of ≥ 50 ml per minute ) or combination therapy with rivaroxaban at the previously stated doses plus an antiplatelet agent ( either aspirin or a P2Y12 inhibitor , according to the discretion of the treating physician ) .",我们以 1 : 1 的比例随机分配患者接受利伐沙班单药治疗（肌酐清除率为每分钟 15 至 49 毫升的患者每天一次 10 毫克，肌酐清除率≥ 50 毫升的患者每天一次 15 毫克每分钟）或与先前规定剂量的利伐沙班联合抗血小板药物（阿司匹林或 P2Y12 抑制剂，由主治医师决定）联合治疗。,0.5625,"['inhibitor', 'combination therapy', 'creatinine', 'aspirin', '1', 'ratio', 'plus', 'antiplatelet', 'physician', 'minute', 'clearance', 'ml', 'with', 'rivaroxaban', 'agent', 'we']","['inhibitor', 'combination therapy', 'aspirin', '1', 'ratio', 'physician', 'minute', 'clearance', 'rivaroxaban']",933,"['我们随机分配给患者1:1的比例,以接受无论是单疗法与Rivaroxaban(每分钟15至49毫升或每分钟15毫升的克里亚丁清洁剂的患者每日10毫克或每分钟50毫克的克里亚丁清洁剂的患者每日15毫克)或与Rivaroxaban的结合疗法在前面提到的剂量加上抗平板剂(无论是阿司匹林或P2Y12抑制剂,根据治疗医生的判断)。']",0.4375,"['inhibitor', 'combination therapy', 'creatinine', 'aspirin', '1', 'ratio', 'plus', 'antiplatelet', 'physician', 'minute', 'clearance', 'ml', 'with', 'rivaroxaban', 'agent', 'we']","['inhibitor', 'aspirin', '1', 'ratio', 'plus', 'physician', 'minute']",,
939,934,"details regarding the randomization procedure and the administration of the trial drugs are provided in the Supplementary Appendix , available at NEJM.org .",有关随机化程序和试验药物给药的详细信息，请参见补充附录，补充附录可在 NEJM.org 获取。,0.4444444444444444,"['procedure', 'appendix', 'randomization', 'administration', 'drugs', 'supplementary', 'regarding', 'available', 'trial']","['procedure', 'randomization', 'drugs', 'regarding']",934,"['关于随机化程序和试用药物的处方的详细信息在附件中提供,可在NEJM.org上找到。']",0.5555555555555556,"['procedure', 'appendix', 'randomization', 'administration', 'drugs', 'supplementary', 'regarding', 'available', 'trial']","['procedure', 'appendix', 'randomization', 'drugs', 'regarding']",,
940,935,"the primary efficacy end point was the composite of stroke , systemic embolism , myocardial infarction , unstable angina requiring revascularization , or death from any cause .",主要疗效终点是中风、全身性栓塞、心肌梗塞、需要血运重建的不稳定型心绞痛或任何原因死亡的复合终点。,0.6428571428571429,"['myocardial infarction', 'composite', 'stroke', 'death', 'angina', 'revascularization', 'primary', 'cause', 'unstable', 'systemic', 'efficacy', 'end', 'point', 'embolism']","['myocardial infarction', 'stroke', 'death', 'angina', 'revascularization', 'cause', 'unstable', 'point', 'embolism']",935,"['初级有效性终点是中风、系统性胚胎、心脏病发作、不稳定的腹泻,需要复发或因任何原因而死亡的组成。']",0.4285714285714285,"['myocardial infarction', 'composite', 'stroke', 'death', 'angina', 'revascularization', 'primary', 'cause', 'unstable', 'systemic', 'efficacy', 'end', 'point', 'embolism']","['stroke', 'death', 'cause', 'unstable', 'efficacy', 'point']",,
941,936,"originally , the end point included only death from cardiovascular causes , but this composite was changed to include death from any cause in August 2015 .",最初，终点仅包括心血管原因死亡，但该复合终点在 2015 年 8 月更改为包括全因死亡。,0.5,"['composite', 'cardiovascular', 'death', 'cause', 'end', 'point', 'this', 'originally', 'but', 'to']","['cardiovascular', 'death', 'cause', 'point', 'but']",936,"['起初,终点仅包括心血管原因死亡,但该组成部分于2015年8月更改,包括任何原因死亡。']",0.6,"['composite', 'cardiovascular', 'death', 'cause', 'end', 'point', 'this', 'originally', 'but', 'to']","['cardiovascular', 'death', 'cause', 'point', 'but', 'to']",,
942,937,"the primary safety end point was major bleeding , as defined according to the criteria of the International Society on Thrombosis and Hemostasis .",主要安全性终点是根据国际血栓形成和止血学会的标准定义的大出血。,0.4615384615384615,"['bleeding', 'safety', 'defined', 'thrombosis', 'hemostasis', 'major', 'society', 'primary', 'end', 'point', 'on', 'to', 'and']","['bleeding', 'safety', 'thrombosis', 'hemostasis', 'society', 'point']",937,"['主要安全终点是主要出血,根据国际血管和血管疾病协会的标准定义。']",0.3076923076923077,"['bleeding', 'safety', 'defined', 'thrombosis', 'hemostasis', 'major', 'society', 'primary', 'end', 'point', 'on', 'to', 'and']","['bleeding', 'safety', 'society', 'point']",,
943,938,"secondary end points were the individual components of the primary end point ; death from any cause ; a composite of ischemic cardiovascular events or death ( death from any cause , myocardial infarction , unstable angina requiring revascularization , stroke , transient ischemic attack , systemic arterial embolism , venous thromboembolism , revascularization , or stent thrombosis ) ; net adverse clinical events ( death from any cause , myocardial infarction , stroke , and major bleeding ) ; and any bleeding events .",次要终点是主要终点的各个组成部分；因任何原因死亡；缺血性心血管事件或死亡（全因死亡、心肌梗死、需要血运重建的不稳定型心绞痛、中风、短暂性脑缺血发作、全身性动脉栓塞、静脉血栓栓塞、血运重建或支架内血栓形成）的复合事件；净不良临床事件（全因死亡、心肌梗死、中风和大出血）；以及任何出血事件。,0.5925925925925926,"['bleeding', 'attack', 'transient', 'myocardial infarction', 'composite', 'cardiovascular', 'stroke', 'net', 'individual', 'death', 'venous', 'angina', 'thrombosis', 'thromboembolism', 'major', 'end points', 'revascularization', 'adverse', 'primary', 'stent', 'cause', 'clinical', 'unstable', 'systemic', 'secondary', 'transient ischemic attack', 'and']","['bleeding', 'attack', 'transient', 'myocardial infarction', 'cardiovascular', 'stroke', 'death', 'angina', 'thrombosis', 'thromboembolism', 'end points', 'revascularization', 'cause', 'clinical', 'unstable', 'transient ischemic attack']",938,"['二级终点是初级终点的个体组成部分;因任何原因而死亡;因任何原因而死亡或死亡的组成部分(因任何原因而死亡,心脏病发作,不稳定的腹泻,需要复发,中风,过渡性腹泻攻击,系统性血管胚胎,阴道血管,复发,或静脉血管);因任何原因而死亡(因任何原因而死亡,心脏病发作,中风和主要出血);以及任何出血事件。']",0.3703703703703703,"['bleeding', 'attack', 'transient', 'myocardial infarction', 'composite', 'cardiovascular', 'stroke', 'net', 'individual', 'death', 'venous', 'angina', 'thrombosis', 'thromboembolism', 'major', 'end points', 'revascularization', 'adverse', 'primary', 'stent', 'cause', 'clinical', 'unstable', 'systemic', 'secondary', 'transient ischemic attack', 'and']","['bleeding', 'attack', 'transient', 'stroke', 'individual', 'death', 'end points', 'cause', 'unstable', 'and']",,
944,939,the definitions of cardiovascular and bleeding events are provided in Table S1 in the Supplementary Appendix .,补充附录表 S1 中提供了心血管事件和出血事件的定义。,0.4285714285714285,"['bleeding', 'cardiovascular', 'appendix', 'table', 'supplementary', 'S1', 'and']","['bleeding', 'cardiovascular', 'table']",939,['心血管和出血事件的定义在附加附件中的表 S1 中提供。'],0.5714285714285714,"['bleeding', 'cardiovascular', 'appendix', 'table', 'supplementary', 'S1', 'and']","['bleeding', 'cardiovascular', 'appendix', 'table']",,
945,940,blinded adjudication of the end points was conducted by an independent clinical events committee .,终点的盲裁定由一个独立的临床事件委员会进行。,1.0,"['end points', 'clinical', 'committee', 'independent', 'by']","['end points', 'clinical', 'committee', 'independent', 'by']",940,['最终点的盲目交付由独立的临床活动委员会进行。'],1.0,"['end points', 'clinical', 'committee', 'independent', 'by']","['end points', 'clinical', 'committee', 'independent', 'by']",,
