English,Chinese
"in addition , we analyzed myocardial viability as a continuous variable by computing the proportion of viable segments relative to the number of segments analyzed for each individual patient.5,14","['此外,我们分析了心脏病的可行性作为持续变量,计算了可行分区的比例,与每个患者分析的分区数量相比。']"
assessment OF LEFT VENTRICULAR FUNCTION,['空气风力功能评估']
"the study protocol specified that patients had to undergo echocardiography , radionuclide scanning , or cardiac magnetic resonance imaging at baseline and at 4 months after randomization .","['研究协议规定,患者必须在基线上进行 echocardiography、 radionuclide 扫描或心脏磁响应图像,并在 randomization 后 4 个月进行。']"
details of the methods of assessment of left ventricular volume at each independent core laboratory have been reported previously.15,['每个独立核心实验室的左<unk>体积评估方法的详细信息已提前报告。']
"when more than one imaging method was used for a patient at a single time point , we used a prespecified hierarchical algorithm that was based on the quality of each of the imaging studies to determine the best available method for measurement of the left ventricular ejection fraction.15","['当一个患者在一个时间点使用超过一个图像方法时,我们使用了一个预定的序列算法,该算法是基于图像研究的质量,以确定测量左<unk>排泄分的最佳可用方法。']"
"after enrollment , patients were followed every 4 months during the first year and every 6 months thereafter .","['在注册后,患者在第一年每4个月,随后每6个月都被跟踪。']"
the primary outcome was death from any cause .,['主要的结果是任何原因的死亡。']
secondary end points were death from cardiovascular causes and a composite of death from any cause or hospitalization for cardiovascular causes .,['二次终点是心血管原因死亡和任何原因或心血管原因的住院死亡的组成部分。']
definitions of the trial end points have been reported previously.13,['审判终点的定义已被提交。13']
"other assessments included the difference between patients who had myocardial viability and those who did not with respect to the incidence of death from any cause and the incidence of death from cardiovascular causes ; the interaction between treatment assignment and myocardial viability status with respect to death from any cause , death from cardiovascular causes , and a composite of death from any cause or hospitalization for cardiovascular causes ; the difference between patients who had improvement in left ventricular ejection fraction and those who did not , among patients who were alive at 4 months , with respect to subsequent death from any cause and death from cardiovascular causes ; and the interaction between improvement in left ventricular ejection fraction and myocardial viability status with respect to death from any cause and death from cardiovascular causes .","['其他评估包括患有心血管生存率的患者和不因任何原因而死亡的患者之间的差异,以及因心血管原因而死亡的患者之间的差异,以及因心血管原因而死亡,以及因心血管原因而死亡的组成,以及因心血管原因而死亡的组成,以及因心血管原因而死亡的组成,以及因心血管原因而死亡的组成,以及因心血管原因而死亡的组成,以及因心血管原因而死亡的组成,以及因心血管原因而死亡的组成,以及因心血管原因而死亡的组成,以及因心血管原因而死亡的组成,以及因心血管原因而死亡的组成,以及因心血管原因而死亡的组成,以及因心血管原因而死亡的组成,以及因心']"
a generalized linear model was used to assess differences in the change in left ventricular ejection fraction in various subgroups of patients .,['一般化线性模型被用来评估患者的不同子群中的左<unk>排泄分裂的变化差异。']
all generalized linear models included the baseline value of left ventricular ejection fraction as a covariate .,['所有通用的线性模型都包含了左<unk>排泄部分作为科瓦里亚特的基值。']
"because the study protocol did not include a method for adjusting for multiplicity in testing , summary statistics are limited to point estimates and 95 % confidence intervals .","['由于研究协议不包含对测试中的多样性进行调整的方法,总结统计数据仅限于点估计和95%的信任间隔。']"
"the widths of the intervals were not adjusted for multiplicity ; therefore , the intervals should not be viewed as evidence for significant associations or treatment effects .","['间隔的宽度不适用于多样性;因此,间隔不应视为显著的结合或治疗效果的证据。']"
P values of less than 0.05 were considered to indicate statistical significance .,['低于 0.05 的 P 值被认为表明统计意义。']
study POPULATION AND THE EFFECT OF CABG,['研究人口和CABG的影响']
"of the 1212 patients enrolled in the STICH trial , 601 patients who underwent myocardial viability testing met the inclusion criteria for the substudy .","['在 STICH 研究中注册的 1212 名患者中,601 名接受心血管可行性测试的患者满足了本科研究的包含标准。']"
the baseline characteristics of the 1212 patients overall and according to whether they underwent viability testing are shown in Table S2 in the Supplementary Appendix .,"['根据1212名患者的基本特征,以及他们是否经过可行性测试,在附件中的表 S2 显示。']"
outcomes IN PATIENTS WITH AND THOSE WITHOUT MYOCARDIAL VIABILITY,['患有和没有心脏病的患者的结果']
"among the 601 patients , 487 ( 81 % ) were considered to have myocardial viability , as defined in the protocol .","['在601名患者中,487人(81%)被认为有心脏病的可行性,如议定书所定义。']"
the remaining 114 patients ( 19 % ) were classified as not having viability .,['其余的114名患者(19%)被列为无可行性。']
Table 1 lists the demographic and clinical characteristics of the patients overall and according to the presence or absence of myocardial viability .,"['图1列出患者的人口和临床特征,并根据心血管可行性的存在或缺席。']"
"although CABG plus medical therapy was associated with a lower incidence of death from any cause than medical therapy alone ( Figure 1A ) , the interaction between the presence or absence of myocardial viability and the beneficial effect of CABG plus medical therapy over medical therapy alone was not significant ( P = 0.34 ) ( Figure 1B and 1C ) .","['雖然CABG加上醫療治療與任何原因死亡率低於醫療治療(圖1A)相結合,但心血管生存能力的存在或缺乏與CABG加上醫療治療對醫療治療的有益效應之間的相互作用並不顯著(圖1B和1C)。']"
left VENTRICULAR EJECTION FRACTION AND SUBSEQUENT OUTCOMES,['左']
"of the remaining 567 patients , 318 ( 56 % ) had paired imaging at baseline and at 4 months for measurement of left ventricular ejection fraction .","['在剩余567名患者中,有318人(56%)在基线上和4个月内进行测量,以测量左<unk>排泄分。']"
"in contrast , among patients without myocardial viability , there was no improvement in left ventricular ejection fraction in either treatment group ( Figure 3 ) .","['相比之下,在没有心血管可行性患者中,在任何治疗组中,左<unk>排泄分子没有改善(图3)。']"
