English,Chinese
"insulin pumps were used by 133 patients ( 79 % ) , and multiple daily insulin injections were used by 35 ( 21 % ) ; 118 ( 70 % ) were using continuous glucose monitoring , and 102 ( 86 % ) of these were using pumps .",糖尿病患者使用胰岛素泵的人数为133人（79%），使用多次每日胰岛素注射的人数为35人（21%）；使用连续血糖监测的人数为118人（70%），使用胰岛素泵的人数为102人（86%）。
the treatment effect was evident in the first month and was consistent over the 6 months ( Figure 1A ) .,"the treatment effect was evident in the first month and was consistent over the 6 months (Figure 1A).

Chinese:

治疗效果在第一个月就明显了,并且在6个月里一直保持稳定(图1A)。"
"this diurnal pattern , shown in Figure 1B , is a result of the increased aggressiveness of the algorithm to meet a lower glucose target during the second half of the night .",这种日冕式模式，如图1B所示，是算法在夜间后半段加大攻击性以达到较低的葡萄糖目标的结果。
there was no significant difference between the groups in the daily insulin amount ( P = 0.83 ) or in weight change ( P = 0.83 ) ( Table S8 ) .,There was no significant difference between the groups in the daily insulin amount (P = 0.83) or in weight change (P = 0.83) (Table S8).
system USE,"系统使用

Chinese:

系统使用"
severe hypoglycemia did not occur in either group .,严重的低血糖并未发生在任何一组中。
no severe hypoglycemic events occurred in either group .,没有发生严重的低血糖事件。
"in our trial , 70 % of the patients were using a continuous glucose monitor and 79 % were using an insulin pump at the time of enrollment , percentages that are substantially higher than the reported usage in the general population of patients with type 1 diabetes.2",在我们的试验中，70%的患者使用了持续血糖监测仪，79%的患者使用了胰岛素泵，这些数字比一般人群中1型糖尿病患者的使用率要高出许多。2
"however , our results appeared to be similar in patients who were not using a pump or a continuous glucose monitor before the trial .",然而，我们的结果似乎在没有使用泵或持续血糖监测器的患者中是相似的。
"strengths of the present trial include the inclusion of patients across a wide range of baseline characteristics , 100 % patient retention , and a high level of adherence to the use of the assigned devices in both treatment groups .",本次试验的优势包括在治疗组中包括各种不同基线特征的患者、100%的患者保留率以及对所分配的设备的使用的高度遵从性。
"continuous glucose monitoring was used by both groups , with minimal reliance on blood glucose measurements .",连续血糖监测被两组人都使用，对血糖测量的依赖性很小。
our trial also had certain limitations .,"Our trial also had certain limitations.

Chinese:

我们的试用也有一定的局限性。"
outcomes were similar in a randomized comparison of these approaches .,结果在这些方法的随机比较中相似。
hemiarthroplasty ( replacement of only the femoral head ) and total hip arthroplasty ( replacement of both the femoral head and acetabulum ) are both options for patients with displaced fractures of the femoral neck ; each approach has certain advantages and disadvantages .,半关节置换术（仅替换股骨头）和全髋关节置换术（替换股骨头和髋臼）都是股骨颈骨折患者的选择；每种方法都有优缺点。
"in this international randomized trial , researchers compared the two procedures in 1495 patients .",在这个国际随机化试验中，研究人员对1495名患者的两种程序进行了比较。
the primary endpoint - another hip procedure required and performed within 24 months - occurred in 8 % of patients in both groups .,主要终点 - 另一种髋部手术需要且在24个月内执行 - 在两组患者中均为8％。
"conversely , some measures of pain and function favored total hip arthroplasty compared with hemiarthroplasty , but differences were small and did not meet standard thresholds for clinical importance .",相反，一些疼痛和功能测量更倾向于全髋关节置换，而不是半膝关节置换，但差异很小，并不达到临床重要性的标准。
"most children received breast milk , alone or with formula ; only 70 received formula alone .",大多数儿童都是靠母乳喂养的，或者是配合配方奶粉，只有70个儿童只靠配方奶粉喂养。
median gestational age was 29 weeks .,中位数妊娠期为29周。
approximately 95 % of participants in each group survived to 24 months ( corrected for gestational age ) .,"约95%的参与者在每组中都存活到了24个月（校正了妊娠年龄）。

Chinese:

每组参与者中约95%的人存活到了24个月（已纠正妊娠年龄）。"
few adverse events occurred .,这里发生了一些不利的事件。
"although this important study does not help define a preferred feeding protocol for very premature infants , it offers reassurance that careful feeding with daily increases of either 30 or 18 mL / kg has comparable outcomes .",虽然这项重要的研究并未帮助确定非常早产儿的首选喂养方案，但它为每天增加30或18毫升/公斤的仔细喂养提供了同样的结果。
"dupilumab now is approved for patients with chronic sinusitis and polyps , asthma , and eczema .","Dupilumab is now approved for patients with chronic sinusitis and polyps, asthma, and eczema."
"researchers examined whether dupilumab ( Dupixent ) , a monoclonal antibody that targets interleukin ( IL ) -4 and 13 and is approved for asthma and eczema , is effective for CRSwNP .","研究人员研究了靶向了白介素4和13的抗体杜比星（Dupixent），它被批准用于哮喘和湿疹，是否有效用于CRSwNP。这种单克隆抗体曾被用于哮喘和湿疹。

Chinese:
研究人员检查了靶向白介素（IL）-4和13的单克隆抗体杜比星（Dupixent）是否对CRSwNP有效。杜比星目前已获得批准用于哮喘和湿疹治疗。"
dupilumab generally was well tolerated .,"dupilumab generally was well tolerated .

Chinese:

dupilumab 在一般情况下是被认可的。"
patients with CRSwNP tend to have poor quality of life .,CRSwNP patients tend to have poor quality of life.
"treatment is suboptimal , consisting of nasal corticosteroids and saline rinses , frequent bursts of systemic corticosteroids , and sinus surgery .",治疗方案不理想，主要包括使用鼻用糖皮质激素和盐水漱口、频繁使用系统性糖皮质激素和手术治疗鼻窦炎。
"dupilumab already has gained FDA approval for managing CRSwNP but probably will be prescribed only by otolaryngologists , allergists , and pulmonologists .",dupilumab已经获得了FDA批准用于治疗CRSwNP，但可能只会被耳鼻咽喉科医生、过敏症医生和呼吸科医生开药。
"and at a cost of US $ 43,000 annually , the drug could be a hard sell , especially when symptoms return after therapy stops .",药物的年成本高达43000美元，而且在治疗停止后，症状可能会再次出现，这很难销售。
"hemorrhage remains a leading cause of death after trauma , and resuscitation strategies continue to evolve .",失血仍然是创伤后死亡的主要原因，救护策略也在不断发展。
"using a French trauma registry , researchers retrospectively compared outcomes between patients who received at least two units of FFP for every three units of PRBC and patients who received a lower ratio of FFP to PRBC .",使用法国的创伤登记册，研究人员回顾性地比较了至少每3单位PRBC收到2单位FFP的患者与收到较低比例FFP / PRBC的患者之间的结果。
