,English,Chinese,Reference,BLEU,Dictionary Accuracy
490,"the main secondary outcomes , which were tested in a hierarchical fashion to maintain a type I error rate of 5 % , were the percentage of time that the glucose level was greater than 180 mg per deciliter , the mean glucose concentration , the glycated hemoglobin level at 26 weeks , the percentage of time that the glucose level was less than 70 mg per deciliter , and the percentage of time that the glucose level was less than 54 mg per deciliter ( 3.0 mmol per liter ) .","['主要的次要结果,以序列的方式进行测试,以保持类型I错误率为5%,是葡萄糖水平超过180毫克每分,平均葡萄糖浓度26周,葡萄糖水平低于70毫克每分,葡萄糖水平低于54毫克每分,葡萄糖水平低于54毫克每分,葡萄糖水平低于30毫克每分。']","关键 次要 结局 ( 为了 将 Ⅰ 型 错误率 保持 在 5% , 我们 对 关键 次要 结局 进行 了 分级 检验 ) 包括 血糖 水平 > 180 mg / dL 的 时间 百分比 , 平均 血糖 浓度 , 26 周时 的 糖化 血红蛋白 水平 , 血糖 水平 < 70 mg / dL 的 时间 百分比 和 血糖 水平 < 54 mg / dL ( 3.0 mmol / L ) 的 时间 百分比 .",0.10312710340563698,0.6115384615384615
491,"additional secondary outcomes , for which the type I error was controlled with the use of the false discovery rate , are listed in the statistical analysis plan .","['额外的次要结果,以便使用虚假发现率控制 I 类错误,在统计分析计划中列出。']",其他 次要 结局 ( 利用 错误 发现 率控制 Ⅰ 型 错误 ) 列 在 统计学 分析 计划 中 .,0.13031895958980544,0.8121693121693122
492,"safety outcomes included the frequency of severe hypoglycemia , diabetic ketoacidosis , and other serious adverse events .",['安全结果包括严重的低血糖、糖尿病细菌和其他严重的副作用的频率。'],"安全性 结局 包括 重度 低血糖 , 糖尿病 酮症 酸中毒 和 其他 严重 不良 事件 的 发生率 .",0.15826660189654823,0.5976190476190476
493,modification of the treatment effect according to baseline variables was assessed by including an interaction term in the models described above .,"['根据基线变量对治疗效应的修改,通过在上述模型中包含互动术语来评估。']","我们 通过 在 上述 模型 中 纳入 交互作用 项 的 方式 , 评估 了 疗效 随 基线 变量 的 不同 而 发生 的 变化 .",0.25658797012241,0.625
494,the analyses of the data at 13 weeks paralleled those of the data at 26 weeks .,['13周的数据分析与26周的数据分析相匹配。'],13 周时 的 数据分析 与 26 周时 的 数据分析 平行 进行 .,0.27801852316560677,1.0
495,"descriptive statistics include means with standard deviations and medians with interquartile ranges , depending on the distribution of data .","['描述统计包括具有标准偏差的媒体和跨方范围的媒体,取决于数据的分布。']",描述性 统计 量 包括 平均值 和 标准差 以及 中位数 和 四分 位距 ( 取决于 数据分布 情况 ) .,0.09189768819306372,0.76
496,"analyses were performed with SAS software , version 9.4 ( SAS Institute ) .","['分析是用SAS软件进行的,版本 9.4(SAS研究所)。']",使用 SAS 软件 9.4 版 ( SAS Institute ) 进行 了 分析 .,0.15405854432054833,0.75
497,"analyses were performed with SAS software , version 9.4 ( SAS Institute ) .","['分析是用SAS软件进行的,版本 9.4(SAS研究所)。']","统计分析 采用 SAS 软件 , 9.4 版 ( SAS Institute ) .",0.1472382687030821,0.75
498,"insulin pumps were used by 133 patients ( 79 % ) , and multiple daily insulin injections were used by 35 ( 21 % ) ; 118 ( 70 % ) were using continuous glucose monitoring , and 102 ( 86 % ) of these were using pumps .","['胰岛素泵由133名患者(79%)使用,35名患者(21%)每天使用多种胰岛素注射;118名患者(70%)使用持续的葡萄糖监测,其中102名患者(86%)使用泵。']","133 例 患者 ( 79% ) 使用 胰岛素泵 , 35 例 患者 ( 21% ) 每日 多次 注射 胰岛素 ; 118 例 ( 70% ) 采用 血糖 连续 监测 , 其中 102 例 ( 86% ) 使用 胰岛素泵 .",0.3457685641105503,0.8333333333333334
499,the treatment effect was evident in the first month and was consistent over the 6 months ( Figure 1A ) .,"['治疗效果在第一个月显而易见,并在6个月内保持一致(图1A)。']","疗效 在 第一个 月 期间 已经 明显 显现 , 并且 在 6 个 月 期间 保持一致 ( 图 1A ) .",0.3928530273751903,0.875
500,"this diurnal pattern , shown in Figure 1B , is a result of the increased aggressiveness of the algorithm to meet a lower glucose target during the second half of the night .","['这个日常模式,显示在图1B,是由于算法的侵略性增加的结果,以满足低血糖目标在第二半夜间。']","图 1B 显示 的 日间 模式 是 为了 在 后半夜 达到 较 低 的 血糖 目标 , 因而 在 算法 中 增强 降糖 作用 的 结果 .",0.14326380499803748,0.7847222222222223
501,there was no significant difference between the groups in the daily insulin amount ( P = 0.83 ) or in weight change ( P = 0.83 ) ( Table S8 ) .,"['在每日胰岛素量(P = 0.83 )或体重变化(P = 0.83 )中,群体之间没有显著的差异(表 S8)。']","在 每日 胰岛素 用量 ( P = 0.83 ) 和 体重 变化 ( P = 0.83 ) 方面 , 两组 无 显著 差异 ( 表 S8 ) .",0.5005986957256638,0.8285714285714285
502,system USE,['系统使用'],系统 应用,0.11133131628989178,1.0
503,severe hypoglycemia did not occur in either group .,['严重的甲状腺炎在任何群体中都没有发生。'],两组 均 未 发生 重度 低血糖 .,0.08480527821734893,0.625
504,no severe hypoglycemic events occurred in either group .,['在任何一个群体中都没有发生过严重的催眠现象。'],两组 均 未 发生 重度 低血糖 事件 .,0.08181487976499453,0.5
505,"in our trial , 70 % of the patients were using a continuous glucose monitor and 79 % were using an insulin pump at the time of enrollment , percentages that are substantially higher than the reported usage in the general population of patients with type 1 diabetes.2","['在我们的研究中,70%的患者使用持续的葡萄糖监测器,79%在注册时使用胰岛素泵,比1型糖尿病患者的总体人口所报告的使用量要高得多。']","在 本 研究 纳入 患者 时 , 有 70% 在 使用 血糖 连续 监测仪 , 79% 在 使用 胰岛素泵 , 这些 数字 显著 高于 一般 1 型 糖尿病 患者 人群 中 的 比例 2 .",0.20936425717714593,0.875
506,"however , our results appeared to be similar in patients who were not using a pump or a continuous glucose monitor before the trial .","['然而,我们的结果似乎与在测试之前没有使用泵或持续的葡萄糖监测器的患者相似。']","然而 , 本 试验 在 之前 未 在 使用 胰岛素泵 或 血糖 连续 监测仪 的 患者 中 似乎 获得 了 类似 结果 .",0.1402846200109477,0.8333333333333334
507,"strengths of the present trial include the inclusion of patients across a wide range of baseline characteristics , 100 % patient retention , and a high level of adherence to the use of the assigned devices in both treatment groups .","['本次研究的优点包括患者在广泛的基因特征中参与,患者的百分之百保留,以及在两组治疗中使用所分配的设备的高度坚持。']","本 试验 的 优势 包括 纳入 了 具有 各种 基线 特征 的 患者 , 100% 的 患者 保留 在 试验 中 , 以及 两个 治疗 组对 所 分配 器械 的 高 依从 率 .",0.14251899584767327,0.6071428571428571
508,"continuous glucose monitoring was used by both groups , with minimal reliance on blood glucose measurements .","['持续的葡萄糖监测是由两组使用的,与血糖测量的最低依赖。']","两组 均 采用 了 血糖 连续 监测 , 对 血糖 测定 的 依赖性 很小 .",0.10414883691956521,0.9166666666666666
509,our trial also had certain limitations .,['我们的审判也有一些限制。'],本 试验 也 有 一些 局限性 .,0.1849385499424585,0.6666666666666666
510,outcomes were similar in a randomized comparison of these approaches .,['结果在这些方法的随机比较中相似。'],对 两种 术式 进行 的 随机 比较 获得 了 相似 结局 .,0.17699106299140252,1.0
511,hemiarthroplasty ( replacement of only the femoral head ) and total hip arthroplasty ( replacement of both the femoral head and acetabulum ) are both options for patients with displaced fractures of the femoral neck ; each approach has certain advantages and disadvantages .,['hemiarthroplasty(只替代阴道头)和整体头骨动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动脉动'],人工 股骨头 置换术 ( 仅 置换 股骨头 ) 和 人工 全 髋关节 置换术 ( 置换 股骨头 和 髋臼 ) 均 为 移位 型 股骨颈 骨折 患者 的 治疗 方案 ; 每种 有 其 优势 和 劣势 .,0.07339561836467073,0.19090909090909092
512,"in this international randomized trial , researchers compared the two procedures in 1495 patients .","['在这项国际随机研究中,研究人员在1495名患者中比较了两种程序。']","在 这项 国际性 随机 试验 中 , 研究者 在 1 , 495 例 患者 中 比较 了 上述 两种 术式 .",0.23438783075084335,0.5
513,the primary endpoint - another hip procedure required and performed within 24 months - occurred in 8 % of patients in both groups .,['初级终点 - 另一个需要并在24个月内进行的手术 - 发生在两组患者的8%。'],主要 终点 是 24 个 月 内 的 二次 髋关节 手术 ; 两组 的 主要 终点 发生率 均 为 8% .,0.18863158827082335,0.3083333333333333
514,"conversely , some measures of pain and function favored total hip arthroplasty compared with hemiarthroplasty , but differences were small and did not meet standard thresholds for clinical importance .","['相比之下,某些疼痛和功能的测量有利于整体甲状腺炎与甲状腺炎相比,但差异很小,并且不符合临床意义的标准限制。']","相反 , 全 髋关节 置换术 组 的 某些 疼痛 和 功能 指标 优于 股骨头 置换术 组 , 但 两组 的 差异 很小 , 并且 未 达到 有 临床意义 的 标准 阈值 .",0.27489559912491784,0.6607142857142857
515,"most children received breast milk , alone or with formula ; only 70 received formula alone .",['大多数儿童单独或服用乳制品;只有70人单独服用乳制品。'],大多数 婴儿 接受 母乳喂养 ( 全 母乳 或加 配方 奶粉 ) ; 仅 有 70 名 婴儿 完全 接受 配方 奶粉 .,0.07697375762512543,0.5
516,median gestational age was 29 weeks .,['平均生育年龄为29周。'],中位 胎龄 为 29 周 .,0.19639050931758315,0.25
517,approximately 95 % of participants in each group survived to 24 months ( corrected for gestational age ) .,['大约95%的参与者在每个群体中幸存到24个月(修正为怀孕年龄)。'],每组 约 有 95% 的 参与者 存活 至 24 月龄 ( 根据 胎龄 校正 ) .,0.1410938637789716,0.5333333333333333
518,few adverse events occurred .,['有几个不良事件发生。'],研究 中 的 不良 事件 很少 .,0.13388921441509682,0.0
519,"although this important study does not help define a preferred feeding protocol for very premature infants , it offers reassurance that careful feeding with daily increases of either 30 or 18 mL / kg has comparable outcomes .","['虽然这项重要研究并没有帮助确定非常早期婴儿的偏好营养协议,但它提供了重新保证,每天增加30或18毫升/公斤的谨慎营养有相似的结果。']","尽管 这项 重要 研究 未能 帮助 我们 确定 早期 早产儿 的 首选 喂养 方案 , 但令 我们 安心 的 是 采用 30 mL / kg 或 18 mL / kg 的 每日 加奶 速度 进行 小心 喂养 可 获得 相似 结局 .",0.13964682455159075,0.5629629629629629
520,"dupilumab now is approved for patients with chronic sinusitis and polyps , asthma , and eczema .",['dupilumab现在已被批准为患有慢性阴道炎和聚合物、哮喘和<unk>疹的患者。'],"dupilumab 现已 被 批准 用于 治疗 慢性 鼻窦炎 合并 息肉 , 哮喘 及 湿疹 患者 .",0.11419234816976837,0.604
521,"researchers examined whether dupilumab ( Dupixent ) , a monoclonal antibody that targets interleukin ( IL ) -4 and 13 and is approved for asthma and eczema , is effective for CRSwNP .","['研究人员检查是否Dupilumab(Dupixent),一个针对Interleukin(IL) -4和13的单细胞抗体,并被批准为哮喘和<unk>疹,对CRSwNP有效。']","dupilumab ( Dupixent ) 是 靶向 白细胞 介素 ( IL ) 4 和 13 的 单克隆 抗体 , 现已 被 批准 用于 治疗 哮喘 和 湿疹 , 研究者 评估 了 dupilumab 对 CRSwNP 是否 有效 .",0.2346668942280053,0.5064102564102564
522,dupilumab generally was well tolerated .,['dupilumab 一般被很好地容忍。'],dupilumab 一般 耐受性 良好 .,0.12256760426473115,0.0
523,patients with CRSwNP tend to have poor quality of life .,['患有CRSwNP的患者往往生活质量不佳。'],CRSwNP 患者 的 生活 质量 往往 较差 .,0.1583269495924859,0.3333333333333333
