,Unnamed: 0_x,English,Chinese_Google,Dict_Acc_Google,Terms_Google,Correct_Terms_Google,Unnamed: 0_y,Chinese_M2M,Dict_Acc_M2M,Terms_M2M,Correct_Terms_M2M,Unnamed: 0,Chinese_GPT,Dict_Acc_GPT,Terms_GPT,Correct_Terms_GPT,Human Eval Google,Human Eval M2M,Human Eval Medical M2M,Human Eval GPT
553,550,"the Baim Clinical Research Institute independently validated all the data that are reported , with funding from AstraZeneca .",Baim 临床研究所在阿斯利康的资助下独立验证了所有报告的数据。,0.5714285714285714,"['research', 'data', 'clinical', 'institute', 'with', 'all', 'that']","['research', 'data', 'clinical', 'institute']",550,"['Baim临床研究所独立验证了所有报告的数据,由AstraZeneca资助。']",0.5714285714285714,"['research', 'data', 'clinical', 'institute', 'with', 'all', 'that']","['research', 'data', 'clinical', 'institute']",550,白池临床研究所独立验证了所有报告的数据，资助来自于阿斯利康。,0.5714285714285714,"['research', 'data', 'clinical', 'institute', 'with', 'all', 'that']","['research', 'data', 'clinical', 'institute']",,,,
554,551,all the authors contributed to the writing of the manuscript and made the decision to submit the manuscript for publication .,所有作者都对文稿的撰写做出了贡献，并做出了投稿发表的决定。,0.4285714285714285,"['publication', 'manuscript', 'writing', 'decision', 'all', 'to', 'and']","['publication', 'writing', 'decision']",551,"['所有作者都参与了手稿的写作,并决定将手稿提交出版。']",0.5714285714285714,"['publication', 'manuscript', 'writing', 'decision', 'all', 'to', 'and']","['publication', 'manuscript', 'writing', 'decision']",551,所有的作者都贡献了论文的写作，并决定将论文提交给出版机构。,0.4285714285714285,"['publication', 'manuscript', 'writing', 'decision', 'all', 'to', 'and']","['publication', 'writing', 'decision']",,,,
555,552,the authors vouch for the completeness and accuracy of the data and the analyses and for the fidelity of the trial to the protocol .,作者保证数据和分析的完整性和准确性，并保证试验对方案的忠实度。,0.4285714285714285,"['fidelity', 'data', 'accuracy', 'protocol', 'trial', 'completeness', 'and']","['data', 'accuracy', 'completeness']",552,"['作者保证数据和分析的完整性和准确性,以及审判对议定书的忠诚性。']",0.7142857142857143,"['fidelity', 'data', 'accuracy', 'protocol', 'trial', 'completeness', 'and']","['data', 'accuracy', 'protocol', 'trial', 'completeness']",552,作者保证数据和分析的完整性和准确性，并且保证实验与协议的一致性。,0.5714285714285714,"['fidelity', 'data', 'accuracy', 'protocol', 'trial', 'completeness', 'and']","['data', 'accuracy', 'protocol', 'completeness']",,,,
556,553,the trial population consisted of patients who were 50 years of age or older and who had stable coronary artery disease and type 2 diabetes mellitus .,试验人群包括年龄在 50 岁或以上且患有稳定性冠状动脉疾病和 2 型糖尿病的患者。,0.7,"['population', 'type', 'disease', 'who', '2', 'diabetes mellitus', 'age', 'trial', 'coronary artery', 'and']","['population', 'type', 'disease', '2', 'diabetes mellitus', 'age', 'coronary artery']",553,"['研究人口由50岁以上的患者组成,并且患有稳定的冠状动脉疾病和2型糖尿病。']",0.6,"['population', 'type', 'disease', 'who', '2', 'diabetes mellitus', 'age', 'trial', 'coronary artery', 'and']","['population', 'type', 'disease', '2', 'diabetes mellitus', 'coronary artery']",553,试验群体包括50岁及以上，患有稳定性冠状动脉疾病和2型糖尿病的患者。,0.6,"['population', 'type', 'disease', 'who', '2', 'diabetes mellitus', 'age', 'trial', 'coronary artery', 'and']","['population', 'type', 'disease', '2', 'diabetes mellitus', 'coronary artery']",,,,
557,554,the presence of type 2 diabetes mellitus was determined by the receipt of an antihyperglycemic medication for at least 6 months .,2 型糖尿病的存在是通过接受抗高血糖药物治疗至少 6 个月来确定的。,0.7142857142857143,"['presence', 'type', '2', 'diabetes mellitus', 'medication', 'antihyperglycemic', 'by']","['presence', 'type', '2', 'diabetes mellitus', 'antihyperglycemic']",554,['二型糖尿病的存在是通过服用抗高血糖药物至少6个月的确定。'],0.5714285714285714,"['presence', 'type', '2', 'diabetes mellitus', 'medication', 'antihyperglycemic', 'by']","['presence', 'type', 'diabetes mellitus', 'antihyperglycemic']",554,糖尿病2型的存在是通过至少6个月内使用降糖药物来确定的。,0.5714285714285714,"['presence', 'type', '2', 'diabetes mellitus', 'medication', 'antihyperglycemic', 'by']","['presence', 'type', '2', 'diabetes mellitus']",,,,
558,555,"patients with known history of myocardial infarction or stroke were excluded , as were patients who were receiving dual antiplatelet therapy .",已知有心肌梗塞或中风病史的患者被排除在外，接受双重抗血小板治疗的患者也被排除在外。,0.3333333333333333,"['myocardial infarction', 'stroke', 'who', 'antiplatelet', 'history', 'therapy', 'as', 'dual', 'with']","['myocardial infarction', 'stroke', 'therapy']",555,"['已知心脏病发作或中风史的患者被排除,如接受双重抗甲状腺治疗的患者。']",0.3333333333333333,"['myocardial infarction', 'stroke', 'who', 'antiplatelet', 'history', 'therapy', 'as', 'dual', 'with']","['stroke', 'therapy', 'as']",555,"patients with known history of myocardial infarction or stroke were excluded , as were patients who were receiving dual antiplatelet therapy .

Chinese:

已知有心肌梗死或中风病史的病人被排除在外，正在接受双抗血小板疗法的病人也被排除在外。",0.3333333333333333,"['myocardial infarction', 'stroke', 'who', 'antiplatelet', 'history', 'therapy', 'as', 'dual', 'with']","['myocardial infarction', 'stroke', 'therapy']",,,,
559,556,randomization AND TREATMENT GROUPS,随机化和治疗组,1.0,['randomization'],['randomization'],556,['随机化和处理组'],1.0,['randomization'],['randomization'],556,随机化和治疗组,1.0,['randomization'],['randomization'],,,,
560,557,patients were initially assigned to receive ticagrelor at a dose of 90 mg twice daily or matching placebo .,患者最初被分配接受每日两次 90 毫克剂量的替格瑞洛或匹配的安慰剂。,0.6,"['placebo', 'matching', 'dose', 'to', 'twice']","['placebo', 'matching', 'dose']",557,"['患者最初被处以90毫克的剂量,每天两次或相匹配的 placebo。']",0.4,"['placebo', 'matching', 'dose', 'to', 'twice']","['matching', 'dose']",557,"病人最初被分配每天两次服用90毫克的西卡格列醇或同等剂量的安慰剂。

Chinese:

病人最初被分配每天两次服用90mg的西卡格列醇或同等剂量的安慰剂。",0.4,"['placebo', 'matching', 'dose', 'to', 'twice']","['placebo', 'dose']",,,,
561,558,"secondary efficacy outcomes were tested hierarchically according to the following sequence : cardiovascular death , myocardial infarction , ischemic stroke , and death from any cause .",次要疗效结果按照以下顺序进行分层测试：心血管死亡、心肌梗死、缺血性卒中和全因死亡。,0.4166666666666667,"['myocardial infarction', 'cardiovascular', 'stroke', 'sequence', 'death', 'cause', 'secondary', 'efficacy', 'to', 'and', 'ischemic', 'following']","['myocardial infarction', 'cardiovascular', 'stroke', 'sequence', 'death']",558,['二次有效性结果按下列序列进行层次测试:心血管死亡、心脏病发作、心脏病发作和任何原因死亡。'],0.5,"['myocardial infarction', 'cardiovascular', 'stroke', 'sequence', 'death', 'cause', 'secondary', 'efficacy', 'to', 'and', 'ischemic', 'following']","['cardiovascular', 'stroke', 'sequence', 'death', 'cause', 'efficacy']",558,二次疗效结果按照以下顺序分层测试：心血管死亡、心肌梗死、缺血性中风、任何原因导致的死亡。,0.5,"['myocardial infarction', 'cardiovascular', 'stroke', 'sequence', 'death', 'cause', 'secondary', 'efficacy', 'to', 'and', 'ischemic', 'following']","['myocardial infarction', 'cardiovascular', 'stroke', 'sequence', 'death', 'cause']",,,,
562,559,"the primary safety outcome was major bleeding , which was defined according to the TIMI classification .",主要安全性结果是大出血，这是根据 TIMI 分类定义的。,0.5,"['bleeding', 'safety', 'defined', 'classification', 'outcome', 'major', 'primary', 'to']","['bleeding', 'safety', 'classification', 'outcome']",559,"['主要的安全结果是主要的出血,根据TIMI分类定义。']",0.625,"['bleeding', 'safety', 'defined', 'classification', 'outcome', 'major', 'primary', 'to']","['bleeding', 'safety', 'classification', 'outcome', 'primary']",559,主要安全结果是根据TIMI分类定义的重度出血。,0.5,"['bleeding', 'safety', 'defined', 'classification', 'outcome', 'major', 'primary', 'to']","['bleeding', 'safety', 'classification', 'outcome']",,,,
563,560,"an exploratory outcome of net irreversible harm was prespecified as a composite of death from any cause , myocardial infarction , stroke , fatal bleeding , or intracranial hemorrhage .",净不可逆伤害的探索性结果被预先指定为全因死亡、心肌梗死、中风、致命性出血或颅内出血的复合结果。,0.5384615384615384,"['bleeding', 'myocardial infarction', 'composite', 'stroke', 'net', 'outcome', 'death', 'intracranial hemorrhage', 'exploratory', 'fatal', 'cause', 'as', 'irreversible']","['bleeding', 'myocardial infarction', 'stroke', 'outcome', 'death', 'intracranial hemorrhage', 'irreversible']",560,['净不可逆转的损害的探测结果被预定为任何原因、心脏病发作、中风、致命出血或内膜出血的死亡组成部分。'],0.5384615384615384,"['bleeding', 'myocardial infarction', 'composite', 'stroke', 'net', 'outcome', 'death', 'intracranial hemorrhage', 'exploratory', 'fatal', 'cause', 'as', 'irreversible']","['bleeding', 'stroke', 'outcome', 'death', 'exploratory', 'cause', 'irreversible']",560,在事先预设的情况下，对于网络的不可逆损害的探索性结果包括任何原因导致的死亡、心肌梗死、中风、致命的出血或脑出血。,0.6923076923076923,"['bleeding', 'myocardial infarction', 'composite', 'stroke', 'net', 'outcome', 'death', 'intracranial hemorrhage', 'exploratory', 'fatal', 'cause', 'as', 'irreversible']","['bleeding', 'myocardial infarction', 'stroke', 'net', 'outcome', 'death', 'fatal', 'cause', 'irreversible']",,,,
564,561,the definitions of all trial outcomes are provided in the Supplementary Appendix .,补充附录中提供了所有试验结果的定义。,0.0,"['appendix', 'supplementary', 'trial', 'all', 'in']",[],561,['所有审查结果的定义在附件中列出。'],0.2,"['appendix', 'supplementary', 'trial', 'all', 'in']",['appendix'],561,所有审判结果的定义都在补充附录中提供。,0.2,"['appendix', 'supplementary', 'trial', 'all', 'in']",['trial'],,,,
565,562,we estimated that the annual event rate in the placebo group would be 2.5 % .,我们估计安慰剂组的年事件发生率为 2.5%。,0.3333333333333333,"['annual', 'group', 'placebo', 'rate', 'be', 'event', 'that', 'in', 'we']","['group', 'placebo', 'rate']",562,"['我们估计,在 placebo 组的年度事件率将为 2.5 % 。']",0.3333333333333333,"['annual', 'group', 'placebo', 'rate', 'be', 'event', 'that', 'in', 'we']","['group', 'rate', 'be']",562,我們估計安慰劑組的年事件率將為2.5％。,0.1111111111111111,"['annual', 'group', 'placebo', 'rate', 'be', 'event', 'that', 'in', 'we']",['rate'],,,,
566,563,"we determined that the occurrence of 1385 primary outcome events would provide the trial with a power of 90 % , assuming a 16 % lower risk of a primary outcome event in the ticagrelor group than in the placebo group.11",我们确定 1385 次主要结果事件的发生将为试验提供 90 % 的功效，假设替格瑞洛组中主要结果事件的风险比安慰剂组低 16 % 11。,0.4615384615384615,"['group', 'placebo', 'outcome', 'power', 'occurrence', 'lower', 'primary', 'risk', 'trial', 'with', 'event', 'that', 'in']","['group', 'placebo', 'outcome', 'occurrence', 'risk', 'event']",563,"['我们确定,1385个初始结果事件的发生将为测试提供90%的功率,假设在Ticagrelor群体中出现初始结果事件的风险比在Placebo群体中低16%。']",0.4615384615384615,"['group', 'placebo', 'outcome', 'power', 'occurrence', 'lower', 'primary', 'risk', 'trial', 'with', 'event', 'that', 'in']","['group', 'outcome', 'power', 'occurrence', 'risk', 'event']",563,我们确定，若ticagrelor组相比安慰剂组预后事件发生率降低16%，则1385例主要预后事件发生将使试验具有90%的统计力量。,0.3076923076923077,"['group', 'placebo', 'outcome', 'power', 'occurrence', 'lower', 'primary', 'risk', 'trial', 'with', 'event', 'that', 'in']","['group', 'placebo', 'power', 'occurrence']",,,,
567,564,"safety analyses were performed in the safety analysis set , which included all the patients who had received at least one dose of ticagrelor or placebo , with patients evaluated according to the one they actually received .",安全性分析在安全性分析集中进行，其中包括接受过至少一剂替格瑞洛或安慰剂的所有患者，并根据实际接受的剂量对患者进行评估。,0.2,"['placebo', 'who', 'set', 'safety analysis', 'with', 'at', 'dose', 'all', 'in', 'to']","['placebo', 'dose']",564,"['安全分析是在安全分析组中进行的,其中包括所有接受至少一剂Ticagrelor或Placebo的患者,并根据他们实际接受的患者进行评估。']",0.1,"['placebo', 'who', 'set', 'safety analysis', 'with', 'at', 'dose', 'all', 'in', 'to']",['safety analysis'],564,在安全性分析集中进行了安全性分析，该集包括所有接受过至少一剂替卡格列醇或安慰剂的患者，其中的患者根据实际接受的药物进行了评估。,0.1,"['placebo', 'who', 'set', 'safety analysis', 'with', 'at', 'dose', 'all', 'in', 'to']",['placebo'],,,,
568,565,"confidence intervals for secondary and exploratory efficacy end points have not been adjusted for multiple comparisons , so inferences drawn from these intervals may not be reproducible .",次要和探索性疗效终点的置信区间尚未针对多重比较进行调整，因此从这些区间得出的推论可能无法重现。,0.1818181818181818,"['multiple', 'end points', 'be', 'exploratory', 'secondary', 'efficacy', 'confidence', 'have not', 'so', 'and', 'intervals']","['end points', 'have not']",565,"['二级和探测效率终点的信任间隔未适用于多个比较,因此从这些间隔中提取的结论可能无法重复。']",0.2727272727272727,"['multiple', 'end points', 'be', 'exploratory', 'secondary', 'efficacy', 'confidence', 'have not', 'so', 'and', 'intervals']","['end points', 'exploratory', 'have not']",565,统计学置信区间的计算方法并没有考虑到多重比较的情况，所以从这些区间得出的结论可能无法复制。,0.0909090909090909,"['multiple', 'end points', 'be', 'exploratory', 'secondary', 'efficacy', 'confidence', 'have not', 'so', 'and', 'intervals']",['have not'],,,,
